,stars
2750,3
31439,5
98005,5
21651,5
20335,3
13710,4
62884,5
3441,1
86177,4
31138,4
55363,4
27308,4
12019,5
54701,3
88566,4
48493,5
52588,5
23023,5
56506,3
4997,3
98326,3
5228,5
1726,4
520,1
51161,3
53503,2
79668,5
32313,5
9668,4
19196,2
1397,3
6526,5
52295,1
95973,1
55933,4
8343,4
66192,4
14611,2
84392,5
39399,5
67116,4
54809,4
50841,4
81880,3
83017,4
62314,5
45220,4
35818,5
47891,4
51956,5
30819,3
1167,4
10690,4
53160,4
9370,1
10419,5
50739,1
25513,4
71527,2
44222,5
23590,4
92971,4
64181,4
24857,2
60777,5
65496,3
66773,4
7709,4
97085,5
43507,5
53314,5
88061,5
2269,4
34835,3
59202,1
29751,1
4978,4
7177,5
52868,4
7885,2
37195,5
25936,5
63300,2
75505,5
42783,4
17244,4
77552,1
88965,3
37815,4
5503,4
16330,4
52210,2
9118,2
40864,5
91348,2
74449,5
40968,4
74933,5
10948,5
3445,5
16581,5
8761,5
37673,5
72515,5
24724,5
88524,2
31684,4
32120,2
38988,4
23512,4
21095,3
50315,5
40331,4
78677,5
18698,2
45326,5
42511,5
31951,5
21706,2
32345,1
754,3
70348,1
2974,3
94959,4
87436,5
13853,4
54475,5
80921,4
28569,4
65860,3
99169,4
20564,2
40511,5
46298,3
9648,3
92729,5
31784,1
6287,5
9592,1
7327,1
12511,2
60079,5
56595,3
59644,3
42194,5
44964,5
69007,4
61790,4
24247,5
70156,3
15001,4
51476,4
1685,2
25531,2
36416,4
62218,5
79176,5
20157,2
21913,3
26018,4
80991,1
39622,1
64117,1
52324,5
30122,5
11428,1
60553,1
24664,5
11067,3
47935,5
54737,5
63239,1
1856,3
28663,4
1433,2
85327,5
26669,4
17712,5
13647,1
75539,2
22790,5
76142,2
20761,4
25210,5
23863,4
21466,5
86994,4
93361,4
66067,4
20126,4
54231,4
97545,4
15490,4
62384,4
54594,4
64709,4
59428,4
34957,4
4264,4
53791,4
82114,1
97278,5
35602,5
38663,4
29243,5
65909,1
45107,5
68499,5
77672,1
95164,1
24412,5
57376,5
69567,1
71361,5
64185,2
12761,5
483,3
4181,1
38350,4
39853,5
83463,5
93516,5
21382,2
96234,4
30644,5
58839,5
48269,5
6257,5
93561,3
91407,5
72815,4
47392,5
24032,3
92163,5
28166,3
46863,3
55725,4
46470,5
73280,5
18636,4
89008,4
64021,5
31133,5
82829,1
20076,5
71841,5
24252,4
14036,1
47892,4
39333,3
53534,1
3130,1
62066,5
78163,4
55589,2
91743,5
25139,5
49442,5
82515,5
99489,1
78901,1
74103,2
95440,4
32566,5
47451,1
15197,4
29106,3
18151,5
50429,1
24169,4
37349,5
34214,4
3777,4
6913,5
13399,4
1748,5
8233,4
95663,4
18182,4
65274,5
15625,5
56742,2
78429,5
97289,1
46439,5
41434,5
96037,4
6896,4
49680,3
4572,3
10048,2
47148,5
64599,5
39839,5
63693,5
4898,5
4904,4
79961,3
5333,5
46148,4
96061,5
7191,5
16974,5
59107,5
59914,4
44474,1
91824,5
75817,1
25768,5
49523,4
80613,4
27538,5
23912,5
40188,5
62554,5
71668,4
61133,1
79438,5
75760,3
93525,5
3000,4
81599,1
88326,1
57413,3
99346,4
39540,4
11092,2
42813,4
97569,5
97124,4
24781,4
36840,1
86463,1
88491,5
60157,5
42953,5
75229,5
3977,5
55425,4
78861,2
63306,5
50954,5
82700,3
86591,3
80369,1
79471,5
17402,5
84373,5
19890,4
36717,5
60956,1
67743,5
7366,5
16295,3
26650,5
17348,4
22679,5
46263,5
27451,4
75738,4
70531,4
21667,4
73214,5
70774,5
10674,4
86018,5
73192,1
68374,4
62031,5
66850,5
26171,5
15176,4
58939,5
94928,5
91089,5
44986,5
16671,2
28246,4
7886,4
91519,5
94839,5
18790,5
31057,4
73737,3
94430,2
63914,2
6631,1
8327,3
11032,4
17695,4
4879,1
39595,5
65145,5
56651,5
67727,3
25383,5
85600,3
99987,1
45458,5
59221,4
37243,5
69334,2
86860,5
24716,4
96464,4
33015,5
70544,1
11848,5
77411,3
8424,4
40589,5
5500,4
95989,5
50036,4
49750,1
41082,4
86657,5
6558,4
5803,5
26642,4
98497,2
88036,2
43786,5
76641,3
92650,5
28515,5
11458,5
60382,4
98694,4
604,5
83305,3
90120,5
32193,4
17516,4
38936,3
57931,4
46802,5
59854,4
4440,3
25922,5
64864,5
93755,2
41527,5
30722,1
5933,5
20636,1
51922,3
77775,5
4074,5
79241,3
6127,4
8742,4
50066,3
22749,4
31964,5
57086,4
47730,4
47847,3
24423,5
23701,5
26060,5
54067,5
62247,5
8011,3
68298,5
57681,3
3489,5
30012,1
45082,4
1087,5
8178,5
15672,4
99400,4
17964,5
25341,2
54788,4
61357,4
74364,1
49780,1
33555,5
55670,4
87452,4
78620,4
1536,5
99621,5
5918,4
97540,5
28659,5
86420,5
5163,4
85593,5
35149,5
9499,5
61835,3
64691,1
80644,5
16759,3
32000,5
36938,1
81939,2
32109,5
96100,3
22823,5
57050,5
69511,4
57817,5
59723,1
42366,1
99729,5
69406,5
93351,4
9178,5
24471,4
84686,1
79883,1
70355,2
79253,4
14936,1
10840,4
90016,5
66884,1
26969,1
57825,4
245,5
4389,1
1013,3
61498,5
37942,5
88485,4
39018,3
19836,1
95802,4
41413,4
62463,2
2617,5
60997,2
86822,4
45842,3
91916,5
314,5
63512,4
57361,5
33188,2
32144,5
25953,2
2265,3
32520,1
49837,3
76462,1
63937,2
30582,3
90808,4
30751,4
61112,5
76415,1
11370,5
12403,5
19334,3
88065,5
42857,5
46626,4
57040,5
33184,4
76127,5
69067,5
4836,3
21472,4
6824,5
44877,5
78215,1
99766,2
91557,5
26161,3
74577,5
49126,5
88931,1
87849,5
19872,5
84001,4
64064,2
72187,4
21728,4
98551,4
15219,1
15686,5
61347,4
59569,2
10904,2
28200,5
45786,4
63968,5
30457,5
71345,5
92827,5
13929,5
40360,3
29490,5
80239,5
12160,4
90040,4
99885,2
89383,4
96370,5
56978,5
22660,5
15746,4
64803,1
88829,5
45362,4
3406,2
84998,1
61364,1
14187,5
74997,1
4229,5
97777,5
13888,5
69622,5
79454,1
61694,5
57471,5
90688,5
73043,5
71904,2
65468,5
45512,2
44372,4
43006,4
84672,1
2331,5
13253,5
80747,5
39094,5
39206,4
42260,4
17208,5
9222,4
57063,1
68614,2
60193,4
56685,5
94877,2
57629,5
63866,3
9730,4
99601,5
86198,4
25676,2
27719,2
78580,2
86797,1
68482,4
82373,1
39471,5
3753,1
64216,3
80130,5
11878,3
96269,5
50121,4
28617,5
40630,2
36567,4
55488,1
6839,5
11800,5
62343,5
45293,1
7036,5
25222,3
91539,5
16629,4
74673,5
4450,1
3697,5
61214,5
31919,5
59732,4
72208,4
16337,4
52883,4
78898,1
79546,1
17513,1
26061,1
43449,3
36932,3
27432,3
6513,5
15965,5
24873,3
65507,5
55995,4
87557,5
24334,5
98580,4
32197,4
33674,5
17264,3
30957,2
62336,3
35534,1
27782,3
52596,5
29947,5
55769,1
8930,3
95858,4
40113,5
68856,3
23736,5
98593,3
58120,4
97638,5
76322,4
31563,5
63663,5
40804,5
88685,5
62263,2
39501,4
35648,1
55156,1
71299,3
66619,2
32095,1
22314,1
77438,4
44951,5
53349,2
40825,5
22841,4
13712,1
64511,5
47527,4
88337,4
86311,4
26391,4
66303,3
21657,5
52322,4
56431,5
75173,3
99230,5
27102,5
31836,4
91907,3
24030,4
75775,2
18789,2
73322,4
74339,4
55245,5
73663,2
26319,5
45415,5
93964,4
84649,4
89803,5
61983,3
27465,5
5791,5
67128,5
82089,1
44128,5
28402,5
36179,5
68029,4
21020,5
35227,1
96142,3
67341,4
66564,2
24497,5
47421,1
2010,2
99818,2
56067,1
4109,4
34676,2
68190,4
61325,2
46436,2
76211,5
71424,4
42190,3
27199,4
11378,4
75037,3
59519,4
66925,2
5083,5
87760,5
2126,4
57613,5
50910,5
69766,4
12590,5
13215,5
52597,4
55018,5
67380,5
5859,4
47913,5
31328,2
48053,5
89355,5
22166,3
69197,1
85919,1
86192,5
33346,1
56634,5
9912,5
75306,5
35856,4
89347,5
61563,5
7563,5
87715,5
22183,4
93928,5
99853,3
69744,5
18303,5
67915,5
44101,4
88647,4
30428,4
18146,5
48701,4
68317,5
69746,5
7079,5
54498,1
66349,1
50661,1
16539,5
345,4
76648,3
67025,5
41650,5
32047,5
95160,1
25569,5
64474,5
31546,5
65934,2
32965,5
9389,5
30388,5
77965,5
21771,4
70958,5
69268,4
54870,3
17312,4
36531,4
45646,4
47790,1
77073,5
79602,3
60694,4
28706,2
92982,3
55838,1
76374,1
25188,4
14638,5
71813,5
54037,5
27179,5
431,4
9803,5
62194,5
48160,4
31124,5
64121,5
79701,5
93107,4
32846,5
66052,3
60082,4
97056,1
50602,5
16039,5
88453,4
25609,3
84013,5
77377,5
97894,5
37838,1
60745,3
47162,1
69013,5
53071,3
60827,5
79972,5
91453,3
46196,5
68296,1
40826,4
48035,1
54811,5
37288,5
51642,5
4784,2
30064,1
40543,5
71450,4
53313,3
76723,5
77307,5
66618,3
90815,4
26426,5
13651,4
904,5
79191,5
62095,4
74194,3
85131,2
12428,1
30661,4
35888,1
28047,5
74660,4
52663,1
41159,4
95550,5
97040,4
33393,3
30389,4
71409,5
51478,4
69851,4
71578,3
81564,5
77342,1
22181,1
69679,4
22217,5
58686,5
72921,5
75543,3
88425,5
92881,4
9381,5
58298,2
68699,5
50177,5
17326,5
53180,5
98393,3
54392,5
56352,4
23924,4
16342,5
83975,4
59366,5
25830,5
35743,2
93053,5
93706,5
4921,2
5225,4
14420,3
70439,3
94306,5
83953,1
60145,5
77194,4
93690,5
22472,5
21005,3
40932,1
85662,2
97745,5
62984,4
86291,5
41265,4
44672,5
28595,4
77602,5
29466,3
89231,5
17880,5
42418,5
80684,5
20440,3
35799,3
50095,2
25693,1
53378,5
4605,5
46595,5
52402,4
27661,4
78983,5
10887,4
44697,4
7497,5
45069,1
34298,5
62572,5
9011,4
11730,5
46039,5
91185,5
48370,3
51809,5
71037,5
11912,5
9067,5
20314,4
51156,4
18343,1
17432,5
74885,4
39738,5
49906,5
74247,1
41492,4
5254,4
62967,5
56190,4
26706,5
70862,1
27904,3
9546,1
96094,5
87418,5
39930,4
76431,4
67361,3
17547,5
20417,4
25306,1
57561,5
88324,5
43985,4
48969,4
85333,1
53337,5
59280,3
40099,4
98017,5
56941,1
1739,1
7735,5
88004,5
43434,4
33644,5
90571,5
75484,1
90291,5
52391,1
99892,5
31268,5
83364,4
86932,3
48015,1
56066,4
31718,5
84359,5
43892,5
23153,1
38401,1
51506,4
84299,5
64981,5
38961,1
44184,5
57533,4
30745,2
64616,5
88495,3
91936,5
33374,3
22139,2
4846,2
38707,5
53862,5
97535,4
56956,4
5329,5
85851,3
35717,5
77302,5
79353,1
85292,4
39108,2
66242,3
4872,2
7,5
91731,3
1362,5
7602,3
55079,5
8197,5
61930,5
36739,5
38584,3
20060,5
55741,4
18746,5
57311,4
27,4
68076,5
38561,5
6060,2
46495,2
8708,4
32650,4
32124,1
70086,5
60088,5
11115,4
29585,5
2131,4
47888,5
87561,1
46968,4
97590,5
67730,5
53447,4
41749,4
59775,3
18709,5
15889,5
31398,4
82982,5
23197,1
53192,5
66616,2
21860,5
95100,5
20111,5
16454,3
76338,5
14797,1
26861,5
91769,5
92635,2
13037,5
54783,5
96890,5
35506,4
65225,4
24895,3
20622,4
87449,5
85289,3
32019,5
41441,2
56694,4
99083,3
99335,4
63823,5
74729,5
24100,5
40384,4
43747,5
85899,5
47048,5
45009,2
48811,4
6311,4
64677,4
74253,5
34641,1
58338,4
61033,5
23045,2
89484,1
79640,5
94686,4
7972,4
87398,5
15703,5
21713,2
43504,5
21035,5
42938,1
34516,1
83495,4
83932,5
46011,4
35384,1
11343,5
34270,4
57897,3
73254,4
97688,5
63487,4
92120,3
95892,4
6079,5
92040,3
42713,5
78628,5
55395,4
20536,5
55286,4
91908,3
74690,1
5123,5
22171,5
35038,2
30527,1
75477,5
28334,1
32300,2
47966,5
91389,5
64899,4
3850,2
35943,2
40448,3
41837,4
44339,2
9609,4
44992,1
52159,3
37583,2
24416,4
37072,5
85650,5
41007,3
25495,5
2715,2
29528,4
2346,3
71780,5
64664,3
33449,4
27512,2
94622,5
17141,5
17345,4
82959,1
66646,5
58955,5
78294,5
38566,3
83431,4
6020,3
32974,5
73593,5
63733,4
3609,5
19034,5
21127,5
39039,5
471,5
10945,3
31377,4
49491,5
86023,4
11432,4
36663,4
37961,5
29977,5
2926,5
32388,5
44486,5
76763,4
56155,5
94865,5
79717,5
44475,5
63060,5
1960,2
67512,2
11925,5
97541,3
57164,4
49022,4
10611,4
7909,4
46929,1
91326,5
30665,4
9818,4
84713,5
38018,5
82875,1
54113,5
73363,4
90970,5
2842,5
18479,5
15235,2
97088,4
29229,1
9844,3
92444,3
41901,1
27827,4
9309,5
80029,4
51709,3
62523,4
18988,5
33889,4
96285,5
21850,5
28983,5
48939,5
31523,4
80525,3
8287,5
14801,5
42483,5
99651,5
62191,1
58372,5
27616,5
66841,5
63264,5
84436,5
66971,2
6736,1
61623,3
47435,4
95287,2
42268,5
34666,5
65113,5
5652,4
83895,5
74896,3
39149,4
75904,5
94994,3
52431,4
97407,4
45488,2
59288,5
17356,4
83380,5
86924,5
35248,4
87222,5
90860,1
20484,4
75100,3
38591,4
76818,5
59678,5
95809,4
87026,3
26262,5
17559,5
86032,1
34923,4
42881,5
6675,5
84875,4
61828,3
50778,5
65352,4
71194,4
532,5
16521,2
18992,5
14217,5
12341,1
83116,5
97298,1
21226,4
62838,5
70876,5
93790,5
42306,5
12522,5
70999,2
85585,4
53012,4
35138,3
78089,1
56765,5
44730,3
21055,5
2757,5
64465,3
73782,4
46941,1
42538,5
17554,5
75015,2
33163,5
35722,5
99415,3
13511,3
44288,1
45495,5
39275,5
58319,2
4637,5
78696,5
51199,3
17452,5
98715,1
81342,5
17761,5
94831,5
30645,3
41885,5
81632,2
57628,5
73078,5
39948,5
44556,4
62037,1
35457,5
85829,2
41944,5
28290,5
87541,4
19442,5
45887,4
35261,4
13923,5
45518,2
57447,1
62386,4
56954,5
38775,1
49469,4
38232,1
84928,1
91365,4
75110,5
38048,5
4918,5
7346,5
38472,3
98202,4
81444,5
75890,1
18021,5
64138,5
89755,5
63313,3
34779,5
13477,4
24753,4
84704,5
4772,4
72922,5
7459,2
24304,5
71332,5
24084,5
15786,2
69671,5
34335,3
29322,4
53059,5
37274,4
84480,5
94857,4
63962,4
26435,3
87528,5
3131,4
14893,5
68138,5
12240,4
65378,5
92383,4
37777,3
9843,5
2061,5
47783,1
89443,4
60462,4
97447,4
23180,4
69307,5
10978,5
73096,3
68778,4
91350,5
74699,1
69355,1
49595,1
55164,4
16070,1
43807,4
51609,5
22086,5
40938,3
54773,1
84757,3
62492,5
47503,1
45251,5
7815,5
66396,3
2337,4
6787,4
18087,1
14816,5
78664,1
67880,3
41318,2
95751,1
24906,5
43983,5
47739,4
68350,4
59060,4
66132,5
28442,3
80514,5
29326,5
31933,5
36862,1
85890,3
18295,1
90144,1
8153,5
73444,5
49371,1
30674,5
61213,2
12677,4
59944,2
38347,4
58668,4
80940,4
52850,5
64293,5
4599,5
90334,1
32218,2
97840,5
2712,5
14913,3
35363,1
58685,4
85552,5
67125,4
18514,5
18963,5
36351,3
76399,5
27416,1
26032,5
38496,4
18504,1
89071,5
44663,1
12278,5
58284,2
8049,5
95409,1
70637,3
13817,4
94251,5
73462,5
3008,5
95085,5
61921,5
84236,4
96232,1
56245,5
37120,5
49478,5
52004,5
79612,1
72948,5
90515,5
95524,4
43862,1
8654,3
76238,5
77003,5
84630,5
6723,5
21328,3
28563,1
82889,5
40380,3
5858,4
40925,5
85642,5
46366,3
92371,3
58062,5
96935,5
12354,5
34358,5
79755,5
80218,5
21412,4
9355,5
34002,4
82510,1
344,4
38027,5
59639,2
5869,5
29779,5
9738,3
1848,4
14884,2
83523,5
97280,3
38537,1
28928,5
41987,5
67744,5
27900,4
16242,5
21847,5
16089,5
65437,2
63447,4
53306,1
43072,4
48592,1
95515,5
33863,4
78764,4
55463,4
30347,4
43713,1
66608,3
44914,1
30002,5
40171,5
61847,5
94316,5
76432,2
16106,5
45889,3
44670,1
63984,2
54065,4
60731,4
59036,1
5808,4
4822,4
20528,5
85264,4
5958,5
62057,1
8032,4
31191,5
26368,2
39844,1
60013,3
16381,2
64682,5
57678,4
60983,4
47069,2
35756,2
25213,4
15949,4
40453,4
35437,4
90698,4
87047,5
5382,4
75733,2
77737,5
45550,5
16402,5
97046,3
38917,4
92400,2
7680,5
64416,2
83458,2
15069,5
62220,4
56323,3
95738,4
84006,5
45416,4
66183,5
20280,5
38781,2
61026,1
88806,5
53501,4
82645,5
97350,5
14023,5
72777,5
32526,5
45719,4
49519,5
9671,4
61622,1
70809,5
66901,2
10812,4
45481,2
46457,5
91869,5
22843,5
56736,3
79879,4
15148,5
3082,4
78658,5
68057,3
35827,1
20768,5
34101,1
63501,2
88522,5
28824,4
46759,5
84824,5
57030,5
88954,4
30616,4
63992,3
22973,5
65313,5
91438,1
45835,5
40637,4
67161,5
55408,2
33535,5
72416,5
70735,5
41102,4
52419,1
12983,5
88297,5
90952,1
64250,3
52106,2
91630,3
95767,5
71588,5
45645,5
70036,4
4913,4
88037,5
75095,2
24176,1
52222,5
55435,5
18110,5
94792,5
17758,5
49628,5
64667,4
62289,4
19069,5
8830,2
90872,4
45519,5
53748,5
59013,1
66456,2
54719,4
45367,4
18947,1
85419,2
97736,3
15633,4
39985,5
91136,5
2699,2
82306,4
23448,3
22596,5
28592,3
33695,4
49893,2
1734,2
41690,4
53188,5
77397,5
47253,1
75495,1
61123,5
82272,4
11949,5
15004,1
25353,4
5358,5
29434,3
94099,5
30891,5
27548,4
3921,3
28282,2
890,4
88824,2
47256,5
31163,3
67677,5
37490,5
20613,5
99042,3
36875,4
42617,4
16310,5
8411,1
38327,1
6705,5
64781,5
15785,5
96337,4
97034,3
45490,5
50720,4
43062,5
21807,5
90204,5
99965,1
67327,5
32296,3
25612,5
10445,2
79756,5
54286,5
10498,4
8961,5
67460,2
38107,5
82108,5
1276,5
19697,3
19327,4
88387,3
251,5
39682,4
7175,5
7570,5
8437,5
55783,3
47200,5
87547,4
5927,4
43012,1
37540,2
21367,3
6379,4
40152,1
13411,4
67651,2
37857,5
4890,2
55118,5
59237,5
7581,5
76046,5
3867,2
56557,4
1031,5
13007,5
93824,4
23366,4
61128,1
75509,5
5991,1
60621,4
73209,5
99302,3
79196,4
74464,4
18486,2
68128,5
2510,4
36796,5
69948,4
95849,5
99137,4
18766,3
31779,3
1889,5
22131,5
46565,3
47752,2
19421,4
56427,4
78473,5
4503,1
61551,4
78357,2
3863,5
86283,3
45861,4
83342,1
10083,1
31925,4
15998,4
54427,1
35926,4
76104,1
75344,4
28376,5
70284,3
20434,1
28775,4
82204,1
97275,5
88742,5
69287,4
24582,5
32508,5
54163,5
95964,3
49231,5
47325,4
15812,2
45627,4
43083,4
75129,5
82941,4
86527,4
53033,5
58378,1
3142,4
26929,5
81507,2
51206,4
70692,5
46837,2
18860,5
73614,3
55555,1
36810,1
61223,5
1727,5
32777,5
92848,2
63500,5
57543,5
58010,3
90069,5
7173,4
89150,5
32709,3
82273,4
57020,4
35614,3
93567,3
63595,5
33817,4
23297,4
57365,5
63098,5
83159,5
76994,3
11511,4
22429,4
14455,5
3297,5
14241,4
53650,5
48046,3
33592,4
32724,1
82822,5
68461,4
79325,3
76146,5
65773,3
11898,4
81854,1
26114,5
83200,4
83544,4
50706,4
28882,3
56220,4
76520,5
61640,3
49674,3
52036,1
28643,5
40618,5
21222,1
29851,5
75460,2
52625,5
25288,4
82022,2
33206,5
45743,5
86440,4
71090,4
44122,5
26073,3
93602,4
11165,1
57909,4
10831,5
24898,5
43776,3
29419,5
49161,5
50811,4
2916,4
1784,5
94592,5
54653,5
37360,2
85515,4
81248,2
99968,5
10504,4
99190,3
81762,5
75341,4
69027,5
70828,5
12981,2
81896,5
26602,5
76223,4
21369,5
90758,5
32585,5
34144,5
51841,3
37894,5
53898,5
75185,4
65979,5
58652,4
86185,4
38602,5
79372,4
44008,4
85752,5
81242,1
19723,3
45165,5
77921,4
31491,5
85254,1
90340,2
6383,5
64426,1
6731,5
89965,4
70594,5
32139,4
70324,2
82968,1
22045,5
53016,1
1590,2
95194,4
1876,5
99975,2
41985,5
6004,4
5231,1
55191,5
31549,5
76744,3
56119,4
40280,5
64526,4
98377,5
91417,5
47269,4
98087,5
78385,1
85188,4
48693,4
54089,5
90673,2
22611,5
82033,5
61634,4
41758,2
60651,5
33807,4
19120,5
24915,5
99135,4
20964,5
63889,3
83690,5
91646,5
4077,5
71219,4
11756,5
27310,3
84116,4
21525,4
33157,3
64500,5
7330,3
93463,4
85297,5
53220,5
35563,4
30305,5
80557,2
83368,5
62992,4
91896,5
70761,5
66821,5
98128,5
66541,5
32587,5
57037,5
48168,5
50829,2
3154,5
45880,5
94470,5
94059,4
98442,4
97508,5
10946,4
65556,5
75221,5
37127,4
89980,4
25726,5
89004,4
52286,3
14637,5
21188,5
63343,5
9601,5
99111,3
11400,5
16172,4
45422,4
7606,1
50173,5
1940,4
43947,3
62757,3
23828,3
47476,4
14076,5
23294,5
89816,4
77404,5
82939,5
42071,5
51947,5
1817,3
64374,4
60317,5
36664,5
16848,3
54052,5
38454,5
71381,5
90076,5
6879,5
71143,4
47858,5
86997,5
33664,3
57168,3
51082,2
10787,4
72946,1
92178,1
6001,2
61838,5
77954,2
75905,4
5325,4
82455,4
96677,3
95227,3
59898,3
54317,5
42219,4
57127,5
24433,4
53348,5
44381,2
79280,5
38254,4
18336,3
66898,4
42177,1
98166,5
40881,5
45144,4
75883,5
2404,1
53107,5
16649,3
6064,3
22944,5
50540,3
1678,5
38530,4
53045,5
23516,3
50926,4
49171,5
74540,5
85555,4
31993,5
14229,5
77504,5
76991,5
53944,5
43572,4
8054,5
14917,4
16946,3
92917,5
26158,4
68507,1
98780,4
30903,4
67424,5
74450,5
15579,5
39012,4
62545,5
81386,3
84141,4
37259,5
70858,5
87341,5
8901,2
49730,2
92657,5
79896,1
43643,5
94337,1
1038,1
83036,1
24293,5
58149,3
55960,4
17081,4
22143,5
8128,5
95888,3
34522,5
16093,5
63816,1
15532,4
2618,5
4041,4
40015,1
52804,1
83652,1
36952,4
60202,5
93586,5
93129,3
60670,4
79047,1
17837,5
54295,5
91853,5
76932,4
87809,4
58877,4
47079,5
85855,5
91091,4
33628,4
10500,5
45659,5
41493,4
17395,5
75985,1
61343,4
22049,4
67486,1
93028,3
3575,5
14710,2
66858,5
13032,5
71886,3
97824,4
83491,5
58837,3
85300,5
88352,5
16728,5
7468,5
60764,1
46024,5
59505,4
17968,2
17847,5
59910,5
21484,4
1289,3
63502,4
86772,2
50989,5
90843,5
40793,2
59323,3
75990,5
73893,4
42958,4
31452,5
52908,5
54992,5
87762,5
59876,4
15927,5
68303,5
45433,3
80553,5
80536,4
7989,5
17652,5
14696,2
81603,5
15423,5
21837,5
45230,3
48759,4
33509,4
47151,5
41202,1
82792,5
8416,5
55804,5
16889,2
16034,5
14763,5
41669,3
34049,1
30770,4
93545,5
43981,2
33698,5
25623,5
23679,5
4989,5
48595,3
77436,5
9791,5
53689,5
97792,5
17552,5
86528,4
22498,5
12749,1
81855,3
76044,4
22108,5
87448,5
52939,5
16085,2
33223,5
66739,5
51173,5
96777,2
20312,5
15537,1
61355,5
4330,5
81546,5
79178,1
49143,4
81160,5
26996,3
84424,5
2793,5
62530,5
34443,5
86913,5
82470,3
52905,4
95354,2
50742,5
87158,3
63529,4
38803,3
56367,4
82484,2
99681,5
46749,4
95120,5
23839,3
11940,5
23151,3
87989,4
30184,2
30960,5
60057,5
35180,5
82241,5
76954,1
28974,5
28752,4
93582,4
67570,1
41342,5
91019,5
91715,5
4769,4
18348,5
38552,1
76817,5
76327,5
90607,5
27125,5
3115,2
51776,4
19172,2
72159,2
38136,5
65537,5
32767,1
4607,4
63680,5
88143,5
24361,4
99284,4
29176,5
13540,4
69359,5
13375,5
66078,5
31130,5
35748,5
39921,4
90048,2
91100,1
29860,5
64537,5
50857,4
3564,3
97195,5
45877,4
35003,2
96841,5
50213,5
88477,4
63760,5
79547,5
55802,4
90949,4
93052,5
17731,5
95412,5
56100,5
5421,4
52706,5
87698,4
60036,2
1001,4
99129,5
67112,5
32457,3
70171,4
70554,5
34671,4
33155,2
25735,5
23205,1
20576,5
7328,3
1710,1
93723,5
79001,4
14513,5
14152,1
23715,3
24876,5
86935,2
55525,5
71490,5
89490,5
96568,4
62127,2
76405,1
31503,3
78808,5
84901,4
76897,4
38863,5
6739,3
31526,4
39416,5
82899,2
12570,5
40922,3
9720,3
3021,1
10179,3
95101,5
83422,1
73910,4
93798,5
66147,2
71479,5
24484,5
51549,5
12958,3
55599,5
82121,4
95910,5
65580,4
22515,1
7592,1
88414,5
14253,5
96286,5
65130,2
33323,4
36542,1
87257,2
27954,1
45501,5
85666,5
91855,2
92582,5
32428,4
40608,1
97086,2
75000,4
4528,3
20345,4
24231,5
8465,5
38595,5
28728,1
70626,2
63275,5
16008,4
17869,5
27433,2
92952,5
52194,3
57540,4
85167,4
95537,4
56043,5
34368,5
58425,4
65025,5
86642,4
92878,4
1034,5
51611,4
16769,2
90199,3
87576,3
20663,4
261,5
54741,5
46795,5
20518,5
66522,4
49521,5
73334,5
56039,2
64634,1
46467,1
37496,5
2803,3
12480,5
33274,5
3077,4
59067,4
18427,5
17067,3
55384,5
69158,4
21558,3
84678,5
94116,4
11812,5
42127,1
97148,5
53564,2
74706,5
46848,5
39336,5
20238,3
93829,4
29691,4
85174,5
92212,5
86514,5
93841,5
38063,4
33610,5
31350,3
53108,4
36471,3
74424,5
90312,4
90377,4
47067,5
47642,1
80975,5
29805,2
53628,4
86220,2
80822,5
28681,1
25175,5
1024,5
27596,5
18084,5
10152,4
88988,4
4805,5
76962,5
3075,5
17686,5
75293,5
42143,4
36319,4
88902,5
7256,5
81814,4
55548,5
65033,1
40548,1
13972,1
29987,2
28888,2
98012,5
21579,4
77979,4
79957,5
33441,5
58119,1
94271,4
47824,2
31788,5
59714,4
80361,5
65369,5
38473,3
51160,4
3813,3
17914,4
56794,5
7052,4
73998,3
32935,5
50297,4
55846,3
38778,2
83877,4
51107,1
676,2
45769,5
13321,3
2476,3
20737,5
75212,5
77035,5
60828,4
65779,5
875,1
47056,4
63005,5
66517,3
31492,1
94013,4
8423,1
29125,5
73326,1
99000,3
32686,5
5788,3
30583,4
89392,5
76880,2
24695,5
24682,1
849,5
86485,4
75607,5
72929,4
35024,4
6841,5
35533,5
12844,4
40819,5
63786,4
3195,5
3124,5
13552,1
38228,4
80363,5
19386,4
12409,3
65561,5
89307,2
63974,1
38430,4
92366,5
2242,5
71470,5
39947,5
63950,5
53432,4
87569,4
99935,4
34127,5
54230,5
40279,2
2313,3
76398,1
69871,2
25797,2
72754,2
67729,5
52345,3
82807,5
15312,5
72185,4
41851,2
11152,3
31945,4
71277,5
42899,4
59365,4
8148,5
50751,2
56171,5
45613,5
4762,4
99776,5
28956,4
65341,5
15677,3
45496,4
65917,5
60751,5
90098,5
92304,5
59627,4
29436,1
90913,5
61405,3
46424,5
85658,2
67565,5
28041,5
3927,5
46294,4
84545,5
26891,3
11392,5
89372,4
6034,5
77041,2
37791,4
86279,5
87594,4
46594,5
50239,5
47579,3
81960,1
80053,5
79146,2
99724,4
13581,1
19625,1
6145,5
32949,3
26625,3
49099,1
5369,4
55780,5
95215,2
77586,1
4557,3
78472,4
38758,1
85455,5
62925,5
25325,5
70495,5
40468,1
27288,4
16422,4
37205,4
15147,3
34367,5
53210,4
22891,2
55074,5
46417,2
54522,1
45962,2
